2.979100000000000000e+05 3.845200000000000000e+05 5.282180000000000000e+05 6.337800000000000000e+05 7.568440000000000000e+05 8.604140000000000000e+05 9.668400000000000000e+05 1.059558000000000000e+06 1.152158000000000000e+06 1.222292000000000000e+06 1.316158000000000000e+06 1.394762000000000000e+06 1.471804000000000000e+06 1.540542000000000000e+06 1.586760000000000000e+06 1.644872000000000000e+06 1.672956000000000000e+06 1.717010000000000000e+06 1.727206000000000000e+06 1.708350000000000000e+06 1.696036000000000000e+06 1.683908000000000000e+06 1.652074000000000000e+06 1.632452000000000000e+06 1.620246000000000000e+06 1.589792000000000000e+06 1.543566000000000000e+06 1.511622000000000000e+06 1.451720000000000000e+06 1.378020000000000000e+06
1.409000000000000000e+05 3.068480000000000000e+05 4.654660000000000000e+05 6.002520000000000000e+05 7.277060000000000000e+05 8.410720000000000000e+05 9.440380000000000000e+05 1.033800000000000000e+06 1.119466000000000000e+06 1.191866000000000000e+06 1.284044000000000000e+06 1.363084000000000000e+06 1.433948000000000000e+06 1.510862000000000000e+06 1.539242000000000000e+06 1.597566000000000000e+06 1.627044000000000000e+06 1.666650000000000000e+06 1.666712000000000000e+06 1.664368000000000000e+06 1.660094000000000000e+06 1.654534000000000000e+06 1.634782000000000000e+06 1.613366000000000000e+06 1.589706000000000000e+06 1.537338000000000000e+06 1.502468000000000000e+06 1.462734000000000000e+06 1.413270000000000000e+06 1.348478000000000000e+06
1.174840000000000000e+05 2.913720000000000000e+05 4.406560000000000000e+05 5.705620000000000000e+05 7.005400000000000000e+05 8.126140000000000000e+05 9.223780000000000000e+05 1.016224000000000000e+06 1.099104000000000000e+06 1.176460000000000000e+06 1.248264000000000000e+06 1.325892000000000000e+06 1.399628000000000000e+06 1.461904000000000000e+06 1.509400000000000000e+06 1.550132000000000000e+06 1.586408000000000000e+06 1.618188000000000000e+06 1.629936000000000000e+06 1.624896000000000000e+06 1.624074000000000000e+06 1.614796000000000000e+06 1.582598000000000000e+06 1.559722000000000000e+06 1.518338000000000000e+06 1.491662000000000000e+06 1.451016000000000000e+06 1.423332000000000000e+06 1.375560000000000000e+06 1.303756000000000000e+06
9.740000000000000000e+04 2.714360000000000000e+05 4.187000000000000000e+05 5.544020000000000000e+05 6.824820000000000000e+05 7.890320000000000000e+05 8.952360000000000000e+05 9.799260000000000000e+05 1.073252000000000000e+06 1.149242000000000000e+06 1.229544000000000000e+06 1.286124000000000000e+06 1.357380000000000000e+06 1.413562000000000000e+06 1.473300000000000000e+06 1.504696000000000000e+06 1.544732000000000000e+06 1.574920000000000000e+06 1.578968000000000000e+06 1.586964000000000000e+06 1.585398000000000000e+06 1.588774000000000000e+06 1.553722000000000000e+06 1.513538000000000000e+06 1.476352000000000000e+06 1.433488000000000000e+06 1.415042000000000000e+06 1.381170000000000000e+06 1.336460000000000000e+06 1.284654000000000000e+06
8.918800000000000000e+04 2.594220000000000000e+05 4.098280000000000000e+05 5.361100000000000000e+05 6.538540000000000000e+05 7.713100000000000000e+05 8.803140000000000000e+05 9.644280000000000000e+05 1.050262000000000000e+06 1.138720000000000000e+06 1.216650000000000000e+06 1.281516000000000000e+06 1.334230000000000000e+06 1.392480000000000000e+06 1.434946000000000000e+06 1.458940000000000000e+06 1.492736000000000000e+06 1.527194000000000000e+06 1.552656000000000000e+06 1.543566000000000000e+06 1.538012000000000000e+06 1.521928000000000000e+06 1.501284000000000000e+06 1.476184000000000000e+06 1.455262000000000000e+06 1.417002000000000000e+06 1.385428000000000000e+06 1.343426000000000000e+06 1.298580000000000000e+06 1.257744000000000000e+06
8.327000000000000000e+04 2.425720000000000000e+05 3.871500000000000000e+05 5.184840000000000000e+05 6.417260000000000000e+05 7.522240000000000000e+05 8.610420000000000000e+05 9.569640000000000000e+05 1.034576000000000000e+06 1.099420000000000000e+06 1.194072000000000000e+06 1.246204000000000000e+06 1.320026000000000000e+06 1.362210000000000000e+06 1.402704000000000000e+06 1.440870000000000000e+06 1.470914000000000000e+06 1.477978000000000000e+06 1.495134000000000000e+06 1.503844000000000000e+06 1.499678000000000000e+06 1.493472000000000000e+06 1.462328000000000000e+06 1.434278000000000000e+06 1.416944000000000000e+06 1.395798000000000000e+06 1.355934000000000000e+06 1.312220000000000000e+06 1.265468000000000000e+06 1.221298000000000000e+06
7.787000000000000000e+04 2.341600000000000000e+05 3.738940000000000000e+05 5.013280000000000000e+05 6.251960000000000000e+05 7.272620000000000000e+05 8.471960000000000000e+05 9.428460000000000000e+05 1.027454000000000000e+06 1.098262000000000000e+06 1.160756000000000000e+06 1.233462000000000000e+06 1.291906000000000000e+06 1.322482000000000000e+06 1.357030000000000000e+06 1.402490000000000000e+06 1.433210000000000000e+06 1.450280000000000000e+06 1.465968000000000000e+06 1.472142000000000000e+06 1.466888000000000000e+06 1.459528000000000000e+06 1.440510000000000000e+06 1.417430000000000000e+06 1.393876000000000000e+06 1.371024000000000000e+06 1.327808000000000000e+06 1.281988000000000000e+06 1.247078000000000000e+06 1.198492000000000000e+06
7.412800000000000000e+04 2.208340000000000000e+05 3.566300000000000000e+05 4.867620000000000000e+05 6.060900000000000000e+05 7.031320000000000000e+05 8.026320000000000000e+05 9.067420000000000000e+05 9.910560000000000000e+05 1.069152000000000000e+06 1.142130000000000000e+06 1.200936000000000000e+06 1.259294000000000000e+06 1.300088000000000000e+06 1.327204000000000000e+06 1.370336000000000000e+06 1.386912000000000000e+06 1.416504000000000000e+06 1.427458000000000000e+06 1.422394000000000000e+06 1.424758000000000000e+06 1.423752000000000000e+06 1.401672000000000000e+06 1.385862000000000000e+06 1.361134000000000000e+06 1.331920000000000000e+06 1.305386000000000000e+06 1.258752000000000000e+06 1.209114000000000000e+06 1.171660000000000000e+06
7.295600000000000000e+04 2.098440000000000000e+05 3.374800000000000000e+05 4.644320000000000000e+05 5.796680000000000000e+05 6.779580000000000000e+05 7.824320000000000000e+05 8.820020000000000000e+05 9.630300000000000000e+05 1.045706000000000000e+06 1.115406000000000000e+06 1.174256000000000000e+06 1.225244000000000000e+06 1.265932000000000000e+06 1.306118000000000000e+06 1.328008000000000000e+06 1.350592000000000000e+06 1.370544000000000000e+06 1.375054000000000000e+06 1.378744000000000000e+06 1.375136000000000000e+06 1.369512000000000000e+06 1.347434000000000000e+06 1.335456000000000000e+06 1.318580000000000000e+06 1.291428000000000000e+06 1.254554000000000000e+06 1.212780000000000000e+06 1.158070000000000000e+06 1.113028000000000000e+06
6.998800000000000000e+04 1.987580000000000000e+05 3.263440000000000000e+05 4.519260000000000000e+05 5.607360000000000000e+05 6.638180000000000000e+05 7.495000000000000000e+05 8.515300000000000000e+05 9.513780000000000000e+05 1.017634000000000000e+06 1.076664000000000000e+06 1.143490000000000000e+06 1.181944000000000000e+06 1.227710000000000000e+06 1.269338000000000000e+06 1.280770000000000000e+06 1.306214000000000000e+06 1.330596000000000000e+06 1.344172000000000000e+06 1.341914000000000000e+06 1.352066000000000000e+06 1.336592000000000000e+06 1.317130000000000000e+06 1.305790000000000000e+06 1.294838000000000000e+06 1.251808000000000000e+06 1.220520000000000000e+06 1.184140000000000000e+06 1.134304000000000000e+06 1.084754000000000000e+06
