
bn3 = 0

366    135    0      0      0      0      0      0      0      0      
139    1020   351    0      0      0      0      0      0      0      
0      356    2200   649    0      0      0      0      0      0      
0      0      670    3794   1191   0      0      0      0      0      
0      0      0      1205   6097   1652   0      0      0      0      
0      0      0      0      1663   8394   2377   0      0      0      
0      0      0      0      0      2381   12278  3290   0      0      
0      0      0      0      0      0      3293   16084  4522   0      
0      0      0      0      0      0      0      4522   21396  5385   
0      0      0      0      0      0      0      0      5385   26092  

bn3 = 1

134    963    342    0      0      0      0      0      0      0      
1007   1738   2309   635    0      0      0      0      0      0      
354    2344   3782   4319   1324   0      0      0      0      0      
0      667    4476   7172   7661   2101   0      0      0      0      
0      0      1395   7856   11664  11794  3010   0      0      0      
0      0      0      2151   11975  15800  16071  4115   0      0      
0      0      0      0      3068   16157  21763  22153  5756   0      
0      0      0      0      0      4128   22181  30013  29084  7023   
0      0      0      0      0      0      5758   29088  38562  36401  
0      0      0      0      0      0      0      7023   36401  46906

bn3 = 2

0      341    2058   620    0      0      0      0      0      0      
348    2305   3659   4196   1295   0      0      0      0      0      
2186   3745   5220   6906   7556   2078   0      0      0      0      
670    4485   7208   9760   12446  12056  3164   0      0      0      
0      1404   8176   12738  15211  18028  18055  4529   0      0      
0      0      2258   12669  18372  21444  24856  24483  6321   0      
0      0      0      3308   18564  25021  29585  34271  32986  7534   
0      0      0      0      4641   24700  34294  40039  44856  42351  
0      0      0      0      0      6366   33012  44865  51868  56534  
0      0      0      0      0      0      7537   42361  56534  62970  

bn3 = 3  

0      0      614    3324   1027   0      0      0      0      0      
0      628    4125   6343   6785   1840   0      0      0      0      
643    4257   6824   9039   11387  11014  2909   0      0      0      
3764   7063   9591   12606  15803  17730  17539  4715   0      0      
1197   7751   12527  16257  20103  22672  26312  26030  6481   0      
0      2140   12434  18698  23226  27310  31721  36590  35395  8303   
0      0      3237   18769  27204  32008  38252  43256  49305  45574  
0      0      0      5037   26999  36987  43321  51022  56824  63279  
0      0      0      0      6683   35710  49367  56828  65672  71634  
0      0      0      0      0      8346   45631  63290  71634  79998 

bn3 = 4

0      0      0      1018   4930   1336   0      0      0      0      
0      0      1265   6674   9588   9647   2504   0      0      0      
0      1303   7382   11189  13037  15122  15263  3924   0      0      
1174   7445   12037  15310  18830  21172  24458  24301  5987   0      
5953   11368  14682  19583  23976  27512  32110  37277  34423  7731   
1634   11725  17597  22590  28292  32534  37852  44068  49336  45438  
0      2975   17805  26422  33436  38241  44483  51598  58483  63712  
0      0      4498   26410  38972  44632  51688  59757  67592  74494  
0      0      0      6498   36076  49891  58588  67603  76992  85086  
0      0      0      0      8046   46048  63843  74508  85086  94158  

bn3 = 5

0      0      0      0      1321   6081   1672   0      0      0      
0      0      0      1787   9312   11990  12057  3140   0      0      
0      0      2004   10588  14649  16713  19337  19086  4997   0      
0      2037   11395  16652  20212  23420  27119  31407  30224  6938   
1608   11209  16780  21076  25992  30041  34721  40412  45059  41449  
8097   15280  19809  25364  31109  34404  40597  47933  54058  59278  
2294   15596  23317  29759  36468  41120  47842  56421  63651  70868  
0      3949   23062  34714  42688  48621  56494  64655  74067  80876  
0      0      5985   33559  47607  54788  63753  74084  83668  92589  
0      0      0      7731   44069  60257  70974  80895  92589  101990 

bn3 = 6

0      0      0      0      0      1633   8463   2267   0      0      
0      0      0      0      2375   11544  15216  15460  4059   0      
0      0      0      2729   14304  18510  21465  24993  24294  5659   
0      0      2913   15756  22351  25702  30312  34632  39708  36087  
0      2788   16337  23423  29160  32876  38147  44137  50072  54338  
2251   14997  22325  28055  34234  38409  44710  52505  59494  65814  
11761  20313  26386  33948  40322  45292  52772  61447  70393  76690  
3164   20902  31267  38755  46904  53388  61569  72344  81760  89539  
0      5358   30191  44668  53374  60491  70555  81786  91532  101545 
0      0      6956   41090  58346  67055  76860  89561  101545 111844 

bn3 = 7

0      0      0      0      0      0      2214   10216  2804   0      
0      0      0      0      0      2928   14698  19530  19115  4597   
0      0      0      0      3516   17481  23668  27607  30456  28284  
0      0      0      4140   20981  28094  32494  38239  42648  46824  
0      0      3978   22121  31823  35621  41139  47809  54001  58920  
0      3724   21240  31004  37333  42208  48796  56262  64246  70310  
3108   20112  29919  36552  43816  49606  57240  67314  76135  83243  
15296  27427  35096  43583  51216  57325  67466  77178  88145  97254  
4223   27032  39365  48674  58011  65461  76336  88190  100000 109652 
0      6557   37288  54237  63827  71835  83472  97285  109652 121698 

bn3 = 8

0      0      0      0      0      0      0      2748   12518  3019   
0      0      0      0      0      0      3801   18053  23591  21862  
0      0      0      0      0      4400   21956  28973  33197  35467  
0      0      0      0      5091   25623  34994  40150  46239  49917  
0      0      0      5400   28075  37546  43461  50448  57405  62655  
0      0      5343   28643  39539  44678  51622  59956  67787  75098  
0      5098   27827  39892  46658  52517  61382  70670  79797  88304  
4167   25966  37873  46172  54447  61154  70845  81769  93146  102779 
20148  34999  44195  53667  62217  69177  80011  93220  106904 117416 
5030   33261  48317  58766  68401  76921  88616  102824 117416 129096 

bn3 = 9

0      0      0      0      0      0      0      0      2941   13666  
0      0      0      0      0      0      0      4199   20542  25608  
0      0      0      0      0      0      4940   25397  33287  36023  
0      0      0      0      0      5711   30121  41065  46496  50627  
0      0      0      0      6057   32381  43889  50911  57686  63458  
0      0      0      6461   34391  45367  52830  60554  68519  75790  
0      0      6234   35067  47766  53965  61422  71636  81465  89690  
0      6159   34391  48467  55804  62060  71843  83077  94201  103774 
