9.14715 10.2657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.2657 83.1347 42.9087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 42.9087 229.609 96.9743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 96.9743 449.545 172.836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 172.836 742.816 271.276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 271.276 1108.94 391.845 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 391.845 1552.09 533.484 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 533.484 2076.08 697.006 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 697.006 2650.33 882.392 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 882.392 3315.21 1089.42 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1089.42 4069.36 1318.26 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1318.26 4785.92 1568.31 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1568.31 5775.9 1840.88 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 1840.88 6693.99 2134.36 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 2134.36 7752.21 2450.6 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2450.6 8816.25 2787.9 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2787.9 9851.32 3148 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3148 11315.2 3530.09 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3530.09 12569.7 3929.14 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3929.14 13952.1 


10.2657 83.1347 42.9087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
83.1347 298.389 432.644 143.787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
42.9087 432.644 828.857 1006.36 295.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 143.787 1006.36 1624.56 1804.45 498.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 295.36 1804.45 2685.5 2803.28 754.656 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 498.94 2803.28 4011.67 4095.17 1059.57 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 754.656 4095.17 5603.07 5459.18 1414.84 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1059.57 5459.18 7459.71 7292.34 1821.58 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1414.84 7292.34 9581.59 9193.83 2278.68 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1821.58 9193.83 11968.7 11191.8 2787.54 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 2278.68 11191.8 14621 13983.8 3345.73 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 2787.54 13983.8 17538.6 16334.9 3951.16 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 3345.73 16334.9 20721.4 19090.9 4610.88 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 3951.16 19090.9 24169.5 21640.5 5328.78 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 4610.88 21640.5 27882.8 26498.6 6087.81 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 5328.78 26498.6 31861.3 29026.7 6898.21 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 6087.81 29026.7 36105 32796.7 7764.2 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6898.21 32796.7 40614 36858.9 8694.66 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7764.2 36858.9 45388.2 39945.9 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8694.66 39945.9 50427.7 


0 42.9087 229.609 96.9743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
42.9087 432.644 828.857 1006.36 295.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
229.609 828.857 1381.43 1934 2146.7 574.887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
96.9743 1006.36 1934 2707.6 3481.2 3644.96 936.001 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 295.36 2146.7 3481.2 4475.83 5470.46 5366.74 1375.3 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 574.887 3644.96 5470.46 6686.11 7901.77 7866.42 1893.99 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 936.001 5366.74 7901.77 9338.46 10775.1 10277.9 2492.74 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1375.3 7866.42 10775.1 12432.9 14090.6 13789.9 3170.26 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1893.99 10277.9 14090.6 15969.3 17848.1 16788.4 3931.46 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2492.74 13789.9 17848.1 19947.8 22047.6 20514.3 4766.41 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 3170.26 16788.4 22047.6 24368.4 26689.2 24096.2 5683.92 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 3931.46 20514.3 26689.2 29231 31772.9 29902.1 6681.32 0 0 0 0 0 
