1804.26 2077.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2077.6 17801.7 8888.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 8888.99 49822.2 19358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 19358 95670.2 34640.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 34640.6 158655 54560.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 54560.3 238115 77619.6 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 77619.6 329901 106587 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 106587 440408 138263 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 138263 562397 175359 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 175359 697418 216536 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 216536 848880 259825 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 259825 1.01892e+06 308161 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 308161 1.19623e+06 367009 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 367009 1.41873e+06 440663 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 440663 1.60336e+06 488947 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 488947 1.84228e+06 560242 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 560242 2.06513e+06 637254 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 637254 2.33484e+06 707285 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 707285 2.64798e+06 981903 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 981903 2.89529e+06 


2077.6 17801.7 8888.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17801.7 30395.8 96967.4 29033.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8888.99 96967.4 70825.6 222597 60108.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 29033.1 222597 140564 398232 101366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
