8.531000000000000000e+03 2.451300000000000000e+04 3.972000000000000000e+04 5.382300000000000000e+04 6.686600000000000000e+04 7.877300000000000000e+04 8.949200000000000000e+04 9.927700000000000000e+04 1.091590000000000000e+05 1.182090000000000000e+05 1.259070000000000000e+05 1.330620000000000000e+05 1.386560000000000000e+05 1.433050000000000000e+05 1.479620000000000000e+05 1.520590000000000000e+05 1.541300000000000000e+05 1.563620000000000000e+05 1.582900000000000000e+05 1.591690000000000000e+05 1.579550000000000000e+05 1.571250000000000000e+05 1.569960000000000000e+05 1.540340000000000000e+05 1.510160000000000000e+05 1.483630000000000000e+05 1.450290000000000000e+05 1.409110000000000000e+05 1.357710000000000000e+05 1.299460000000000000e+05
8.257000000000000000e+03 2.416800000000000000e+04 3.880200000000000000e+04 5.278200000000000000e+04 6.544200000000000000e+04 7.688800000000000000e+04 8.740600000000000000e+04 9.804100000000000000e+04 1.063750000000000000e+05 1.156680000000000000e+05 1.230590000000000000e+05 1.300660000000000000e+05 1.351310000000000000e+05 1.403450000000000000e+05 1.446220000000000000e+05 1.481920000000000000e+05 1.510450000000000000e+05 1.523660000000000000e+05 1.547810000000000000e+05 1.546190000000000000e+05 1.545120000000000000e+05 1.538980000000000000e+05 1.525650000000000000e+05 1.504430000000000000e+05 1.479770000000000000e+05 1.450440000000000000e+05 1.412580000000000000e+05 1.377770000000000000e+05 1.327550000000000000e+05 1.270410000000000000e+05
8.114000000000000000e+03 2.342000000000000000e+04 3.778300000000000000e+04 5.102700000000000000e+04 6.374300000000000000e+04 7.449500000000000000e+04 8.555700000000000000e+04 9.520700000000000000e+04 1.035750000000000000e+05 1.127670000000000000e+05 1.199340000000000000e+05 1.264670000000000000e+05 1.317070000000000000e+05 1.362800000000000000e+05 1.408440000000000000e+05 1.434240000000000000e+05 1.460830000000000000e+05 1.489050000000000000e+05 1.504700000000000000e+05 1.509300000000000000e+05 1.501090000000000000e+05 1.494480000000000000e+05 1.483230000000000000e+05 1.461020000000000000e+05 1.435750000000000000e+05 1.402700000000000000e+05 1.378170000000000000e+05 1.334770000000000000e+05 1.289780000000000000e+05 1.235390000000000000e+05
7.768000000000000000e+03 2.299100000000000000e+04 3.690300000000000000e+04 5.000800000000000000e+04 6.181400000000000000e+04 7.236100000000000000e+04 8.319600000000000000e+04 9.212900000000000000e+04 1.007110000000000000e+05 1.095160000000000000e+05 1.161540000000000000e+05 1.223870000000000000e+05 1.275950000000000000e+05 1.334730000000000000e+05 1.369030000000000000e+05 1.394980000000000000e+05 1.423130000000000000e+05 1.442440000000000000e+05 1.464790000000000000e+05 1.465360000000000000e+05 1.465220000000000000e+05 1.460910000000000000e+05 1.449070000000000000e+05 1.430960000000000000e+05 1.397970000000000000e+05 1.367910000000000000e+05 1.345130000000000000e+05 1.298770000000000000e+05 1.253780000000000000e+05 1.208000000000000000e+05
7.680000000000000000e+03 2.218400000000000000e+04 3.623600000000000000e+04 4.871500000000000000e+04 5.977200000000000000e+04 7.137200000000000000e+04 8.064300000000000000e+04 9.023200000000000000e+04 9.881500000000000000e+04 1.063780000000000000e+05 1.132910000000000000e+05 1.201090000000000000e+05 1.250800000000000000e+05 1.292670000000000000e+05 1.332440000000000000e+05 1.359810000000000000e+05 1.385230000000000000e+05 1.412550000000000000e+05 1.424460000000000000e+05 1.429130000000000000e+05 1.424880000000000000e+05 1.414640000000000000e+05 1.414610000000000000e+05 1.387870000000000000e+05 1.364150000000000000e+05 1.337170000000000000e+05 1.304670000000000000e+05 1.272100000000000000e+05 1.224650000000000000e+05 1.180130000000000000e+05
7.388000000000000000e+03 2.184900000000000000e+04 3.503500000000000000e+04 4.734300000000000000e+04 5.849700000000000000e+04 6.883100000000000000e+04 7.853100000000000000e+04 8.746200000000000000e+04 9.556300000000000000e+04 1.035950000000000000e+05 1.109510000000000000e+05 1.165690000000000000e+05 1.210380000000000000e+05 1.267280000000000000e+05 1.296140000000000000e+05 1.329460000000000000e+05 1.360490000000000000e+05 1.371220000000000000e+05 1.386780000000000000e+05 1.386770000000000000e+05 1.392340000000000000e+05 1.378840000000000000e+05 1.371370000000000000e+05 1.357020000000000000e+05 1.328600000000000000e+05 1.304650000000000000e+05 1.274440000000000000e+05 1.233500000000000000e+05 1.191150000000000000e+05 1.137590000000000000e+05
7.191000000000000000e+03 2.115500000000000000e+04 3.433800000000000000e+04 4.612100000000000000e+04 5.749900000000000000e+04 6.782100000000000000e+04 7.652200000000000000e+04 8.599000000000000000e+04 9.403200000000000000e+04 1.014850000000000000e+05 1.081980000000000000e+05 1.139830000000000000e+05 1.188150000000000000e+05 1.232740000000000000e+05 1.270590000000000000e+05 1.295370000000000000e+05 1.321310000000000000e+05 1.341900000000000000e+05 1.353210000000000000e+05 1.356100000000000000e+05 1.361600000000000000e+05 1.347360000000000000e+05 1.344560000000000000e+05 1.319910000000000000e+05 1.301050000000000000e+05 1.272440000000000000e+05 1.247690000000000000e+05 1.215360000000000000e+05 1.163830000000000000e+05 1.116990000000000000e+05
6.981000000000000000e+03 2.075400000000000000e+04 3.345800000000000000e+04 4.529200000000000000e+04 5.585500000000000000e+04 6.555400000000000000e+04 7.484300000000000000e+04 8.383900000000000000e+04 9.161800000000000000e+04 9.930600000000000000e+04 1.049640000000000000e+05 1.110330000000000000e+05 1.156140000000000000e+05 1.199060000000000000e+05 1.239830000000000000e+05 1.264420000000000000e+05 1.288410000000000000e+05 1.307280000000000000e+05 1.325650000000000000e+05 1.323940000000000000e+05 1.328160000000000000e+05 1.312880000000000000e+05 1.303710000000000000e+05 1.287860000000000000e+05 1.259760000000000000e+05 1.235970000000000000e+05 1.212670000000000000e+05 1.180010000000000000e+05 1.135540000000000000e+05 1.087030000000000000e+05
6.907000000000000000e+03 2.021500000000000000e+04 3.225000000000000000e+04 4.365700000000000000e+04 5.382500000000000000e+04 6.404000000000000000e+04 7.295100000000000000e+04 8.081000000000000000e+04 8.828500000000000000e+04 9.587200000000000000e+04 1.023720000000000000e+05 1.074560000000000000e+05 1.118890000000000000e+05 1.159930000000000000e+05 1.202670000000000000e+05 1.222390000000000000e+05 1.252520000000000000e+05 1.268160000000000000e+05 1.273880000000000000e+05 1.288320000000000000e+05 1.276420000000000000e+05 1.274510000000000000e+05 1.266480000000000000e+05 1.246940000000000000e+05 1.226970000000000000e+05 1.209810000000000000e+05 1.170740000000000000e+05 1.135490000000000000e+05 1.095290000000000000e+05 1.053500000000000000e+05
6.734000000000000000e+03 1.932900000000000000e+04 3.139100000000000000e+04 4.243900000000000000e+04 5.230700000000000000e+04 6.173400000000000000e+04 6.994700000000000000e+04 7.785700000000000000e+04 8.543600000000000000e+04 9.280900000000000000e+04 9.854100000000000000e+04 1.039330000000000000e+05 1.085560000000000000e+05 1.126820000000000000e+05 1.155850000000000000e+05 1.181750000000000000e+05 1.207430000000000000e+05 1.225820000000000000e+05 1.238210000000000000e+05 1.234610000000000000e+05 1.231970000000000000e+05 1.229370000000000000e+05 1.226180000000000000e+05 1.209980000000000000e+05 1.180070000000000000e+05 1.157760000000000000e+05 1.135630000000000000e+05 1.099430000000000000e+05 1.056790000000000000e+05 1.014560000000000000e+05
